"resp_nr","voted","fair_election","correct_election","secure_election","econ_own","econ_accountab"
3569,"did vote",4,1,1,1,3
3570,"did vote",4,2,2,2,3
3572,"did vote",2,2,3,2,3
3573,"did vote",5,NA,5,3,3
3574,"did vote",2,1,1,2,NA
3575,"did vote",1,1,1,2,2
3576,"did vote",3,2,2,3,2
3577,"did vote",2,1,2,3,4
3578,"did vote",1,1,2,2,2
3579,"did vote",4,2,1,2,4
3580,"did vote",2,1,1,2,4
3581,"did vote",2,2,2,2,3
3582,"did vote",2,2,2,2,5
3584,"did vote",1,3,4,1,4
3585,"did vote",1,2,2,3,2
3586,"did vote",1,1,1,3,2
3587,"did vote",2,2,1,2,5
3588,"did vote",1,1,2,2,5
3589,"did vote",1,1,3,2,5
3590,"did vote",2,2,4,2,1
3591,"did vote",2,2,2,2,3
3592,"did vote",1,1,1,3,3
3593,"did vote",1,1,2,2,3
3594,"did vote",1,1,1,2,1
3595,"did vote",4,1,1,4,1
3597,"did vote",2,3,5,3,2
3598,"did vote",2,3,4,4,1
3599,"did vote",1,1,1,4,2
3601,"did vote",1,1,1,3,2
3602,"did vote",4,4,4,3,1
3604,"did vote",2,2,4,1,5
3606,"did vote",1,3,NA,2,2
3607,"did vote",3,2,1,3,2
3608,"did vote",1,1,1,3,2
3609,"did vote",3,2,2,2,2
3610,"did vote",1,1,1,3,2
3611,"did vote",1,1,1,2,3
3612,"did vote",1,1,1,2,4
3613,"did vote",4,2,3,3,NA
3614,"did vote",2,2,2,2,2
3615,"did not vote",3,2,3,2,3
3616,"did vote",2,2,1,1,4
3617,"did vote",1,2,2,2,2
3618,"did vote",1,1,1,2,1
3619,"did vote",5,2,2,3,1
3620,"did vote",2,1,1,2,3
3621,"did vote",3,1,2,2,5
3622,"did vote",3,3,2,2,2
3623,"did not vote",1,1,1,3,2
3624,"did vote",3,4,3,3,2
3625,"did vote",2,2,1,2,2
3626,"did vote",1,1,1,2,5
3627,"did not vote",1,1,1,4,2
3628,"did vote",1,1,1,1,3
3630,"did vote",2,2,3,2,2
3631,"did vote",3,1,2,2,5
3632,"did vote",2,2,2,3,4
3633,"did vote",3,3,3,3,4
3634,NA,2,2,3,NA,NA
3635,"did vote",1,1,1,3,2
3636,"did vote",3,2,4,1,3
3637,"did vote",2,2,2,2,3
3639,"did vote",3,2,2,3,2
3641,"did vote",3,2,2,2,4
3642,"did not vote",1,1,1,3,4
3643,"did vote",3,2,4,3,2
3644,"did vote",2,NA,NA,2,5
3645,"did vote",3,2,3,2,5
3649,"did vote",5,5,5,2,5
3650,"did vote",2,2,3,3,3
3651,"did not vote",3,2,2,4,2
3652,"did vote",2,2,2,2,2
3653,"did vote",1,1,1,2,1
3656,"did vote",3,3,5,2,3
3657,"did vote",1,1,1,2,2
3658,NA,1,1,NA,2,NA
3660,"did vote",3,1,1,2,3
3661,"did vote",2,1,1,2,5
3662,NA,2,3,4,4,2
3663,"did vote",1,3,2,1,5
3664,"did not vote",4,3,3,3,3
3665,"did vote",1,1,4,3,4
3666,"did vote",1,1,1,2,3
3667,"did vote",2,2,2,3,2
3668,"did vote",4,1,1,2,4
3669,"did vote",2,1,5,3,2
3670,"did vote",2,2,2,3,3
3671,"did vote",3,2,1,4,2
3672,"did vote",2,3,2,4,3
3673,"did vote",1,1,1,2,2
3675,"did vote",1,1,1,2,5
3676,"did vote",5,3,5,4,2
3677,"did vote",1,1,1,2,3
3678,"did vote",3,3,2,3,2
3679,"did vote",4,3,5,3,1
3680,"did vote",3,1,1,1,5
3681,"did vote",2,2,2,1,4
3682,"did vote",NA,2,3,3,2
3683,"did vote",3,2,3,2,2
3684,"did not vote",1,2,2,2,2
3686,"did vote",2,1,1,2,3
3687,"did vote",1,1,2,2,2
3688,"did vote",1,4,5,2,3
3689,"did vote",1,1,1,2,1
3690,"did vote",3,2,2,3,3
3691,"did vote",1,1,2,3,2
3692,"did vote",1,1,1,2,4
3693,"did vote",1,1,1,2,2
3694,"did vote",2,1,1,2,2
3695,"did vote",NA,NA,NA,3,3
3696,"did vote",2,3,2,2,2
3697,"did vote",1,1,1,2,NA
3698,"did not vote",1,NA,1,3,2
3700,"did vote",2,4,3,1,4
3701,"did vote",2,2,2,3,2
3702,"did vote",2,1,1,2,4
3703,"did not vote",1,1,3,3,2
3704,"did not vote",3,2,2,5,3
3706,"did vote",1,2,2,2,3
3707,"did vote",1,1,1,2,3
3709,"did vote",1,2,2,3,2
3710,"did vote",3,4,4,2,2
3711,"did vote",1,1,1,2,2
3712,"did vote",4,NA,NA,3,2
3713,"did vote",3,2,2,3,4
3714,"did vote",2,1,3,3,2
3715,"did vote",1,1,1,2,2
3716,NA,1,1,1,2,3
3717,"did vote",5,3,2,3,3
3718,"did vote",3,1,1,3,3
3719,"did vote",2,2,2,3,3
3721,"did vote",2,2,2,1,5
3722,"did vote",3,4,4,2,4
3723,"did vote",1,3,2,2,5
3724,"did vote",2,4,4,2,1
3725,"did vote",3,2,2,3,3
3726,"did vote",1,1,2,2,2
3727,"did vote",2,2,2,3,2
3728,"did not vote",2,2,2,2,4
3729,"did vote",3,2,3,5,1
3730,"did vote",2,1,1,3,3
3731,"did vote",1,2,4,4,2
3733,"did vote",3,3,2,4,2
3734,"did vote",2,1,1,2,2
3735,"did vote",3,2,3,2,3
3736,"did vote",4,2,4,2,3
3737,"did vote",1,1,1,3,2
3738,"did not vote",2,1,1,2,3
3739,"did vote",2,2,2,3,2
3740,"did vote",3,1,3,2,3
3741,"did vote",1,1,2,2,2
3743,NA,4,1,2,2,4
3744,"did vote",2,1,3,1,5
3745,"did vote",2,2,3,3,2
3747,"did vote",5,3,3,2,5
3748,"did vote",2,1,1,2,3
3749,"did vote",4,NA,4,4,2
3750,"did not vote",2,2,3,3,4
3751,"did vote",1,1,1,2,5
3752,"did vote",3,4,5,3,2
3753,"did vote",2,2,2,4,2
3754,"did not vote",3,2,3,3,3
3755,"did vote",4,3,3,2,2
3756,"did vote",2,1,1,2,2
3757,"did vote",2,2,3,2,3
3758,"did vote",3,2,2,2,5
3761,"did vote",3,3,3,3,1
3762,"did vote",3,2,2,2,3
3763,"did vote",2,2,1,3,1
3764,"did vote",2,4,1,4,1
3765,NA,3,2,2,3,3
3766,"did vote",1,1,1,1,4
3767,"did vote",3,3,3,3,2
3768,"did vote",3,1,3,2,4
3769,"did not vote",1,1,1,2,3
3770,"did vote",1,1,1,2,2
3771,"did vote",1,2,1,2,3
3772,"did vote",4,3,3,2,1
3773,"did vote",1,1,1,1,4
3774,"did vote",1,2,5,2,1
3775,"did vote",4,3,4,4,1
3776,"did vote",2,1,1,2,2
3777,"did vote",2,2,2,2,5
3778,"did vote",4,3,4,4,5
3780,"did vote",3,3,2,3,2
3781,"did vote",2,2,2,2,3
3782,"did vote",1,1,1,3,3
3783,"did vote",3,2,2,2,2
3784,"did vote",1,1,1,2,3
3785,"did vote",3,3,2,3,4
3786,"did vote",2,2,1,3,3
3788,"did vote",3,2,1,3,3
3789,"did vote",1,3,1,3,3
3790,"did vote",5,2,2,4,2
3791,"did vote",1,1,1,2,4
3792,"did not vote",3,2,3,4,2
3793,"did vote",1,1,1,2,4
3795,"did not vote",3,2,3,5,1
3796,"did vote",5,5,5,3,3
3797,"did vote",2,1,1,2,5
3798,"did vote",NA,3,NA,2,3
3799,"did vote",1,1,3,5,1
3800,"did vote",2,2,1,2,4
3801,"did vote",1,2,2,2,2
3802,"did vote",1,1,2,4,4
3803,"did vote",1,1,1,3,2
3804,"did vote",1,1,1,3,2
3805,"did vote",5,3,2,2,2
3806,"did vote",1,1,1,2,2
3807,"did vote",3,1,4,3,3
3808,"did vote",NA,NA,1,3,1
3810,"did vote",3,2,1,3,2
3811,"did vote",2,2,3,2,2
3812,NA,1,2,2,3,2
3813,"did vote",5,2,1,3,5
3814,NA,5,3,3,5,4
3815,"did vote",3,1,1,3,5
3816,"did vote",1,1,1,2,4
3817,"did vote",2,2,1,3,2
3818,"did vote",1,1,1,2,3
3819,"did vote",2,4,1,2,5
3820,"did vote",2,1,2,2,4
3822,"did vote",3,3,3,2,2
3824,"did vote",5,4,5,3,1
3825,"did vote",2,2,2,2,5
3826,"did vote",4,2,2,2,1
3827,"did vote",5,2,4,4,2
3828,"did vote",1,1,1,1,2
3829,"did vote",NA,NA,2,2,4
3830,"did vote",1,2,1,2,2
3831,"did vote",3,NA,NA,2,4
3832,"did vote",3,1,2,3,1
3834,"did vote",3,3,3,3,3
3835,"did vote",3,3,3,4,2
3836,"did vote",3,1,1,2,3
3837,"did vote",NA,1,NA,2,3
3839,"did vote",4,3,2,3,2
3840,"did not vote",3,3,3,2,NA
3841,"did vote",1,1,1,3,1
3843,"did vote",2,1,2,4,2
3844,"did vote",2,2,3,3,2
3845,"did vote",2,3,5,3,2
3846,"did vote",2,2,2,3,1
3847,"did vote",3,2,2,2,5
3848,"did vote",4,3,5,3,4
3849,"did vote",3,3,2,3,2
3850,"did vote",5,3,3,5,1
3851,"did vote",1,2,2,3,3
3852,"did vote",2,2,1,2,4
3854,"did vote",1,1,1,2,4
3856,"did vote",2,2,1,2,3
3857,"did vote",4,3,3,3,1
3858,"did vote",2,1,5,2,4
3859,"did vote",3,3,3,2,5
3860,"did vote",2,2,2,2,2
3861,"did vote",3,3,3,2,2
3862,"did vote",5,4,3,3,1
3863,"did vote",2,2,2,3,2
3864,"did not vote",3,4,5,2,3
3865,"did vote",1,1,2,3,4
3866,"did vote",5,5,5,4,1
3867,"did vote",2,2,3,3,5
3868,"did vote",1,1,1,1,4
3869,"did vote",1,1,1,2,4
3870,"did vote",2,2,1,2,2
3872,"did vote",1,1,NA,2,3
3873,"did vote",1,1,1,4,3
3876,"did not vote",2,1,1,4,2
3877,"did vote",2,1,1,2,4
3879,"did vote",3,2,1,2,4
3880,"did vote",2,1,1,2,2
3881,"did vote",2,1,NA,2,2
3883,"did vote",5,2,5,2,2
3884,"did vote",2,2,2,3,3
3885,"did not vote",3,2,2,2,3
3886,"did vote",4,1,2,2,NA
3888,"did vote",2,2,1,2,3
3889,"did vote",NA,1,NA,1,3
3890,"did vote",1,1,1,2,2
3891,"did vote",4,3,3,2,2
3892,"did vote",5,4,5,2,1
3893,"did vote",3,3,4,3,3
3894,"did vote",2,1,1,2,4
3895,"did vote",1,1,1,2,5
3896,"did vote",1,1,1,1,4
3897,"did vote",1,1,1,2,2
3898,"did vote",1,1,1,2,3
3899,"did vote",2,1,2,3,2
3900,"did vote",1,2,1,2,4
3901,"did vote",1,3,1,3,1
3902,"did vote",4,4,NA,3,2
